item_sku_id,dc_id,dist_type,para1,para2
189,4,N,1,0.338066766
189,3,N,1,0.649
189,0,N,1,0.468635438
547,4,G,0.670255183,1.036792063
547,1,G,0.783555018,0.778719397
547,0,G,1.296822906,1.503021371
547,3,G,0.204081633,0.830508475
547,2,N,4,0.885610766
547,5,G,0.3828125,0.929782082
325,1,G,0.659616223,1.413251156
325,2,G,0.585074627,0.811138015
325,5,N,1,0.252640594
325,0,G,0.961450521,2.556165985
325,4,G,0.993243243,1.075060533
325,3,G,0.262032086,0.905569007
36,3,N,1,0.698224852
36,5,N,1,0.469496021
36,4,N,1,0.679028133
36,2,N,1,0.619422572
36,0,G,0.482736014,1.650198341
36,1,N,1,0.805672269
198,1,G,0.503898441,2.388159465
198,3,N,1,0.355079442
198,0,G,0.475420747,3.565084746
198,5,N,1,0.378053664
198,4,G,0.398333447,4.595417451
198,2,N,1,0.451159349
915,5,G,1.178546389,3.537825548
915,2,G,1.209285832,4.807431932
915,3,G,0.7379786,2.457468715
915,4,G,1.324907063,10.13182674
915,1,G,1.086501541,12.3862016
915,0,G,0.7765175,33.89754112
384,1,N,1,0.505353319
384,2,N,1,0.595558546
384,4,N,2,0.791463415
384,5,N,1,0.760309278
384,0,G,0.805768099,1.556573523
384,3,N,1,0.856846473
110,5,N,2,0.84947644
110,0,G,0.42220599,1.364905284
110,2,N,1,0.188472222
110,1,N,1,0.749546279
110,4,N,1,0.488666085
110,3,G,0.092592593,0.915254237
167,5,G,0.156862745,0.86440678
167,3,G,0.113207547,0.898305085
167,1,G,0.572965388,1.03535109
167,4,G,0.317617866,0.853813559
167,0,G,0.729744136,0.859367842
167,2,G,0.18,0.847457627
65,1,G,0.595886473,4.294982602
65,2,N,2,0.839430894
65,0,G,1.085956021,5.088073204
65,3,N,1,0.467429577
65,4,G,0.552214055,3.406932356
65,5,N,1,0.805672269
594,4,G,1.197834994,9.013436926
594,3,G,0.628858969,3.66550349
594,5,G,0.629146919,4.768361582
594,1,G,1.018872768,9.432158551
594,2,G,0.716116168,6.698089477
594,0,G,1.288263784,18.01136547
247,4,G,1.938605658,5.953956047
247,2,G,0.886126581,4.590536723
247,1,G,0.869455006,5.731234867
247,5,G,0.99021066,4.878263455
247,0,G,1.45795239,10.33490305
247,3,N,1,0.251375821
237,0,N,1,0.59
237,2,N,1,0.301635992
237,4,N,1,0.411149826
237,1,N,1,0.735827664
237,3,N,1,0.856846473
237,5,N,1,0.536363636
305,1,G,2.938433491,3.166682103
305,3,G,1.160828025,1.1826742
305,4,G,4.19052658,3.219529853
305,5,G,2.727685522,0.900993571
305,2,G,2.626489356,1.968213393
305,0,G,2.915444483,6.400745085
83,5,G,1.042785677,4.339744811
83,2,G,1.912052344,3.288683814
83,4,G,2.886670525,4.063093955
83,0,G,2.921286988,8.81315763
83,1,G,2.182731727,5.381221415
83,3,G,1.512055265,2.051310549
733,2,G,0.092592593,0.915254237
733,4,N,1,0.497026759
733,5,N,1,0.345838218
733,3,N,1,0.30608229
733,0,N,1,0.265988677
733,1,N,1,0.529567054
271,1,G,1.770372303,3.054035386
271,3,G,0.757007007,1.231432974
271,2,G,1.579234973,2.554336989
271,0,G,2.217274755,6.000647738
271,4,G,1.865127868,3.135151069
271,5,G,1.385493827,1.639261321
637,4,N,1,0.345271536
637,3,N,1,0.732919255
637,2,N,1,0.67704918
637,0,N,1,0.706809584
637,1,N,1,0.805672269
637,5,N,3,0.934859155
667,3,N,1,0.683397683
667,1,N,1,0.428398548
667,2,G,0.370929444,3.701192718
667,5,N,2,0.84947644
667,4,N,1,0.475599129
667,0,G,0.438445021,3.827084403
368,3,G,0.092592593,0.915254237
368,1,N,1,0.604723708
368,2,N,1,0.488179669
368,4,N,1,0.51067513
368,0,G,0.443674977,1.184253691
368,5,N,1,0.525080906
215,3,N,1,0.77124183
215,5,N,2,0.845699831
215,2,G,0.3828125,0.929782082
215,1,G,0.43902439,1.621468927
215,0,G,0.486676965,2.472666508
215,4,G,0.500978474,1.082627119
423,3,G,0.072727273,0.93220339
423,1,N,1,0.537340619
423,5,G,0.113207547,0.898305085
423,0,N,1,0.49483871
423,4,N,1,0.638287865
423,2,N,1,0.619422572
642,2,G,0.39527027,1.672316384
642,4,G,0.275312856,2.708782743
642,1,G,0.808308415,1.824274304
642,0,G,0.700117855,2.638780905
642,3,N,1,0.402811245
642,5,N,1,0.44498669
778,4,G,2.648485177,2.451033323
778,5,G,1.723076923,1.652542373
778,0,G,3.115329753,5.500410736
778,2,G,1.1890009,3.66352305
778,3,G,0.52608505,3.866101695
778,1,G,1.533585516,5.38231302
39,2,N,1,0.224537876
39,1,G,0.340909091,0.745762712
39,0,N,3,0.905950096
39,3,N,1,0.587289433
39,4,N,1,0.645622896
39,5,N,1,0.364197531
200,5,G,0.372093023,1.457627119
200,0,G,1.917236386,16.01881992
200,1,G,1.478361387,10.51324326
200,2,G,0.431524083,5.773780699
200,4,G,1.009314887,8.446743269
200,3,G,0.472758845,2.366204417
113,4,G,0.821800595,0.969347277
113,2,N,1,0.229444444
113,3,N,1,0.51067513
113,5,G,0.201332065,3.872512896
113,1,G,0.558943089,1.66779661
113,0,G,1.838952537,0.976974736
924,2,N,1,0.220149254
924,3,N,1,0.161517403
924,1,N,1,0.423444976
924,0,G,0.641807658,2.455986878
924,4,N,1,0.544703596
924,5,N,1,0.367913832
155,0,G,0.345316352,2.012401819
155,2,N,1,0.578851744
155,4,N,1,0.467429577
155,5,N,1,0.3221843
155,1,N,1,0.614583333
155,3,N,1,0.580500894
714,3,N,1,0.470892019
714,4,G,0.848563969,2.596610169
714,5,G,0.43131695,1.453962437
714,0,G,3.808950057,2.981381229
714,2,G,0.403535574,1.806070162
714,1,G,1.323260073,2.177467597
285,1,G,2.095472918,5.208969365
285,3,G,0.818645059,2.898547216
285,4,G,2.621196527,4.25475246
285,0,G,1.69746092,20.00994621
285,2,G,1.54829426,4.094172029
285,5,G,1.243269558,3.08099595
885,3,N,1,0.587289433
885,2,N,1,0.374290484
885,1,G,0.475,1.355932203
885,4,G,0.55365372,1.775569842
885,5,N,42,0.99020979
885,0,G,0.46357343,2.742146893
524,5,N,1,0.538623596
524,3,N,1,0.492487479
524,4,N,1,0.480162767
524,2,N,2,0.84947644
524,1,N,1,0.537340619
524,0,G,0.685882119,2.051051664
238,3,N,3,0.919664269
238,1,G,0.490431232,2.142700929
238,2,G,0.626448262,1.515133172
238,5,N,1,0.424024641
238,0,G,0.60113438,2.340208291
238,4,G,0.644869362,2.470609448
54,4,G,0.304871221,1.83461736
54,3,N,1,0.480978261
54,2,N,1,0.255459337
54,1,N,1,0.589528377
54,0,G,0.427081315,4.563890936
54,5,N,1,0.239337042
626,0,G,2.483530588,30.7312639
626,1,G,2.7094496,10.90971466
626,3,G,2.064263439,3.883685097
626,5,G,1.977432271,11.42553435
626,2,G,3.85835702,7.292117623
626,4,G,3.180468929,13.62660162
847,0,G,1.475322072,9.064381001
847,3,G,0.995990997,2.025067654
847,5,G,1.249524226,4.584795908
847,4,G,1.838934316,6.184495693
847,1,G,1.48283917,5.223602715
847,2,G,1.025534371,3.751661316
375,0,G,2.226415094,1.796610169
375,1,G,1.371102151,1.248531633
375,4,G,1.256152648,1.713599359
375,2,G,0.719512195,1.389830508
375,3,G,0.388684949,2.616384181
375,5,G,0.59168658,2.778612616
793,1,N,1,0.53313253
793,4,G,0.248812095,3.269774011
793,2,N,1,0.336469917
793,5,N,1,0.552810903
793,0,G,0.933894042,1.978230446
793,3,N,1,0.451991828
363,5,G,1.187303126,1.998547216
363,1,G,1.416474459,3.458096299
363,4,G,1.728376095,2.941920904
363,0,G,2.76835081,3.232665639
363,3,G,0.55441008,2.690292758
363,2,G,1.283401264,3.460085393
496,1,N,1,0.732919255
496,4,N,1,0.591182365
496,0,N,1,0.664303586
496,2,N,1,0.575208914
496,3,N,1,0.513937282
496,5,G,0.204081633,0.830508475
988,5,G,0.816079632,1.516136522
988,3,G,0.986479321,1.048068908
988,0,G,2.126193699,10.10000936
988,1,G,1.820645362,5.427391924
988,4,G,2.104864223,4.122815148
988,2,G,2.155610872,1.407442477
598,5,G,2.322493655,1.76607368
598,1,G,3.892158888,2.390725819
598,2,G,2.471499869,2.660842216
598,3,G,1.538626361,1.795570344
598,4,G,4.53732049,1.901368586
598,0,G,5.501640253,3.006807447
45,1,G,0.367898089,3.501338091
45,2,N,1,0.519061584
45,5,N,1,0.207381371
45,3,N,1,0.497540408
45,0,G,0.604229607,2.244067797
45,4,G,0.293515812,2.714028128
464,1,G,2.761260316,1.72483262
464,2,G,1.559728991,1.760410128
464,5,G,0.908370123,2.649558367
464,0,G,3.667492673,3.429119649
464,4,G,1.503434331,3.585012259
464,3,G,0.560915963,2.628872005
887,5,G,1.27089973,1.920433145
887,3,G,0.494182067,1.303300624
887,0,G,3.687854711,1.047873922
887,1,G,2.162192982,1.230702796
887,2,G,0.765876633,1.571258057
887,4,G,3.460236798,1.258853789
297,1,G,5.181641494,7.022838332
297,4,G,6.201008077,8.303734616
297,3,G,3.380602007,2.667261374
297,0,G,5.130736682,10.59417693
297,2,G,3.827382381,4.10954851
297,5,G,4.901368636,4.66144445
615,0,G,1.133579336,1.435381356
615,3,N,1,0.526358475
615,4,G,0.797783934,1.019774011
615,2,G,0.346533432,2.592260953
615,1,G,0.60125261,1.353107345
615,5,N,1,0.717989418
634,2,G,1.630521675,4.53218784
634,0,G,1.787418822,15.57022234
634,4,G,1.624622979,8.90949867
634,5,G,1.137497075,7.345893354
634,3,G,0.762340554,4.46884223
634,1,G,1.408814988,11.83829406
749,5,G,1.464491233,2.407268579
749,2,G,1.785169556,2.516021746
749,4,G,2.254402678,3.059925873
749,3,G,0.82442348,2.93990755
749,0,G,3.685043246,3.536972956
749,1,G,2.195819137,3.010343329
561,2,N,1,0.574808629
561,4,N,2,0.723292469
561,1,G,0.331675593,2.606181456
561,5,N,1,0.553701773
561,3,N,1,0.411436541
561,0,G,0.542286007,1.437730287
772,3,N,1,0.279124778
772,4,N,1,0.196817237
772,0,N,1,0.140438336
772,2,N,1,0.224155169
772,5,N,1,0.136648501
772,1,N,1,0.248987171
106,0,G,0.338880484,2.800847458
106,5,N,1,0.613305613
106,4,G,0.338281839,3.356944093
106,2,N,1,0.511771995
106,3,N,1,0.856846473
106,1,G,0.247379834,2.535043518
574,4,G,0.495806329,1.743436358
574,5,G,0.156862745,0.86440678
574,1,G,0.311909839,3.477754237
574,3,G,0.072727273,0.93220339
574,0,G,1.264676367,0.951539747
574,2,N,4,0.880071599
426,1,G,0.322869955,2.519774011
426,0,G,0.452570601,1.872542373
426,4,N,1,0.562977099
426,5,N,1,0.328931925
426,3,N,1,0.218689036
426,2,G,0.332872291,1.934879572
852,1,G,0.311111111,0.762711864
852,3,N,1,0.422939068
852,0,G,0.3828125,1.859564165
852,5,N,1,0.575921909
852,2,N,1,0.65786385
852,4,N,21,0.987723214
338,1,N,1,0.708
338,0,G,0.428532853,2.729059199
338,2,N,1,0.258017493
338,4,G,0.471523959,1.76132826
338,3,N,1,0.403418803
338,5,N,1,0.528002309
111,1,G,0.395971842,1.926177024
111,3,N,1,0.168495416
111,0,N,1,0.311839323
111,2,N,1,0.391160221
111,4,G,0.23603352,2.800521512
111,5,N,1,0.578431373
997,4,G,0.820748523,2.065084746
997,3,N,1,0.684454756
997,2,G,0.559196617,3.485630066
997,5,N,1,0.666129032
997,1,G,0.749378191,2.420085538
997,0,G,1.348254464,6.650155394
726,5,N,1,0.224334601
726,4,G,0.280329949,2.841687703
726,2,N,1,0.407498767
726,3,N,1,0.812672176
726,1,G,0.41260282,2.177166613
726,0,G,0.772532189,1.316384181
601,3,G,0.333845478,1.980008692
601,0,G,0.836779134,3.787727726
601,4,G,0.969110007,2.291111399
601,2,G,0.736219772,2.094989756
601,1,G,0.664956388,1.835216573
601,5,G,0.713289374,1.782146893
314,5,N,1,0.297706422
314,1,N,1,0.163301856
314,4,N,1,0.416144201
314,2,N,1,0.148450081
314,3,N,1,0.347058824
314,0,G,0.113207547,0.898305085
432,3,G,1.310723993,1.331907191
432,2,G,2.314589347,2.174855904
432,0,G,5.768372854,5.479910937
432,4,G,4.224855369,1.600696657
432,1,G,2.214884642,3.175740249
432,5,G,1.190101237,1.965364775
878,3,G,0.18,0.847457627
878,5,N,1,0.546622833
878,4,G,0.39049167,2.691088026
878,2,N,1,0.347724781
878,1,G,0.334613743,2.836561743
878,0,G,0.720497954,1.529074316
12,3,N,1,0.732919255
12,4,G,0.500978474,1.082627119
12,1,G,0.766467066,0.707627119
12,5,N,2,0.872781065
12,2,G,0.255319149,0.796610169
12,0,G,0.825040917,1.458582
636,5,N,3,0.905950096
636,2,N,1,0.53871439
636,4,G,0.351487501,4.147024044
636,0,G,0.425786669,8.59824231
636,3,N,1,0.368572802
636,1,N,2,0.723292469
472,1,N,1,0.379976581
472,0,N,1,0.330593948
472,4,N,1,0.435424354
472,2,N,1,0.260722641
472,5,G,0.092592593,0.915254237
472,3,N,1,0.292842215
291,4,G,0.989647343,11.50897902
291,5,G,1.009868228,6.226689205
291,3,G,0.666867035,3.278675601
291,2,G,1.042161375,7.042079305
291,1,G,0.83353711,11.387046
291,0,G,0.39910751,46.84180279
358,1,G,0.739366383,1.627596085
358,4,G,1.377093708,0.960017384
358,3,N,2,0.813793103
358,2,G,0.268817204,2.522033898
358,5,G,0.251702462,2.087479497
358,0,G,1.673360996,1.438290762
742,4,G,0.609923048,15.08942785
742,2,G,0.762420169,7.80298421
742,5,G,0.554382368,3.179595828
742,1,G,0.943971323,10.52172152
742,3,G,0.309985895,10.44334014
742,0,G,1.092919087,14.90333163
587,0,N,1,0.734439834
587,1,G,0.282608696,0.779661017
587,4,G,0.282608696,0.779661017
587,5,N,1,0.339514066
587,3,G,0.18,0.847457627
587,2,N,1,0.236472946
867,5,G,0.798249314,1.847262809
867,1,G,2.100882587,1.94429988
867,2,G,0.730393222,1.902852418
867,0,G,2.820427236,3.906127771
867,4,G,2.599931219,2.470730289
867,3,G,0.402797203,2.019774011
11,1,G,0.542608134,1.280694502
11,4,G,0.685714286,0.889830508
11,3,N,6,0.970394737
11,2,G,0.324057451,0.993755575
11,5,G,0.187306502,0.995377504
11,0,G,1.537827944,0.782525662
317,4,G,1.017654827,8.061072979
317,1,G,0.946540846,7.431161936
317,2,G,0.872337994,4.157928085
317,3,G,0.633870324,3.690002456
317,5,G,0.852705073,3.160430658
317,0,G,0.784171445,11.86613566
131,5,G,0.367254408,2.49215317
131,4,G,0.477729796,3.12211094
131,1,G,0.304941176,2.00094162
131,0,G,0.294179436,3.975436011
131,2,N,3,0.883463542
131,3,N,1,0.54566474
475,1,G,0.592893484,4.859820538
475,2,N,1,0.283302354
475,0,G,1.307217141,4.187962429
475,4,G,0.667482135,3.656544256
475,3,N,1,0.185188327
475,5,N,1,0.256731031
74,3,G,0.491137856,2.312167974
74,4,G,0.856323299,13.10292386
74,5,G,0.602031255,8.136296991
74,1,G,1.189992824,5.056290284
74,0,G,0.837572122,17.13993557
74,2,G,0.918507973,4.687041238
811,3,G,1.958620904,2.172057533
811,5,G,1.163795667,13.93744576
811,1,G,2.817129387,5.21627275
811,4,G,1.977067297,14.29955696
811,2,G,1.790914726,6.019081121
811,0,G,1.805007175,20.96803722
485,0,G,1.773952915,1.538267186
485,2,G,0.384392302,2.381042059
485,5,G,0.379697215,2.365845859
485,1,G,0.902775587,2.008870585
485,4,G,0.874074074,2.288135593
485,3,N,1,0.424053666
469,3,G,0.64807892,2.06608024
469,4,G,0.724484907,5.895480226
469,2,G,0.620450033,6.146440678
469,5,G,0.747342157,3.764753931
469,1,G,0.742847194,3.650635593
469,0,G,0.721012926,7.310807128
818,3,N,1,0.470892019
818,5,G,0.415104864,2.490691859
818,0,G,1.394247638,3.659102427
818,1,G,1.328102322,1.544193865
818,4,G,1.127258779,1.729108327
818,2,G,0.709904333,2.077147867
331,1,N,1,0.505353319
331,4,G,0.223113582,4.026223217
331,2,N,1,0.213768116
331,0,G,0.888138579,1.049614792
331,5,N,1,0.265765766
331,3,N,1,0.811926606
499,0,N,1,0.683397683
499,3,N,1,0.245541023
499,5,N,1,0.202981651
499,2,N,1,0.288932419
499,4,N,1,0.700990099
499,1,G,0.204081633,0.830508475
431,1,G,0.376064011,2.118283448
431,5,N,1,0.442701228
431,2,N,1,0.223283475
431,0,G,2.008001526,3.570461193
431,3,G,0.229166667,0.813559322
431,4,G,0.599801249,1.836766623
702,4,G,0.244334754,4.578325629
702,5,G,0.18,0.847457627
702,3,N,1,0.156391125
702,1,G,0.229166667,0.813559322
702,2,N,1,0.348794907
702,0,N,1,0.21342218
876,5,N,1,0.209638019
876,3,N,1,0.276670574
876,1,N,5,0.924501425
876,0,G,0.462030376,1.247258225
876,4,G,0.458832526,2.216384181
876,2,N,2,0.736817761
233,1,G,0.396734694,2.306967985
233,3,N,1,0.732919255
233,2,N,1,0.459832134
233,5,G,0.348093287,2.288496213
233,4,G,0.689696618,3.170148469
233,0,G,1.009879067,2.584635703
619,3,G,0.196978417,3.183692167
619,4,G,2.729081778,1.490536723
619,0,G,2.844817475,1.173707304
619,5,G,0.96013289,1.200398804
619,1,G,0.911112101,2.66018727
619,2,G,0.879841733,1.252151239
589,0,G,0.60591716,0.895127119
589,3,N,1,0.411149826
589,4,N,1,0.509352518
589,5,G,0.113207547,0.898305085
589,1,N,2,0.885
589,2,N,1,0.812672176
482,4,G,2.280330832,8.339557086
482,5,G,1.325166052,5.141664559
482,0,G,2.50229492,23.5580355
482,1,G,3.420321454,7.938593707
482,2,G,1.739003376,8.294250035
482,3,G,1.542505807,3.691989508
94,3,N,1,0.316636852
94,5,G,0.381382228,2.31095176
94,2,G,0.448073022,1.777857916
94,0,G,0.58070998,2.977068794
94,4,G,1.08681672,0.81095176
94,1,G,0.270955451,2.689791092
77,0,G,0.591474493,2.63633014
77,4,N,2,0.791463415
77,2,G,0.447612732,1.703954802
77,5,N,1,0.199010569
77,3,N,1,0.256731031
77,1,G,0.686919228,1.529797704
246,2,N,1,0.382197697
246,1,G,0.258015033,3.810052601
246,3,N,1,0.613518198
246,0,G,0.431976491,2.47188593
246,5,N,1,0.583713851
246,4,G,0.401406582,2.322342065
723,1,G,0.918830281,1.512608516
723,3,N,3,0.85127636
723,2,G,0.780041258,1.195069337
723,5,G,0.648200758,0.967475951
723,0,G,1.301244813,1.458837772
723,4,G,1.027373326,1.385794996
322,2,N,1,0.618881119
322,3,N,1,0.33908046
322,0,N,1,0.407565789
322,5,G,0.053571429,0.949152542
322,1,N,1,0.513937282
322,4,N,1,0.172148541
806,0,G,0.470086609,3.028652139
806,5,N,1,0.71682243
806,3,N,1,0.688333333
806,2,N,2,0.885
806,1,G,0.42220599,1.364905284
806,4,N,2,0.762931034
354,4,G,2.052931403,1.53562967
354,5,G,0.826535627,1.189362946
354,1,G,1.158756889,1.272550166
354,0,G,3.065320085,1.072689149
354,3,G,0.485460993,1.291800275
354,2,G,1.07289675,1.05843663
946,3,G,0.113207547,0.898305085
946,4,N,1,0.163301856
946,2,N,1,0.351190476
946,0,N,1,0.20263919
946,1,N,1,0.416144201
946,5,N,1,0.856846473
311,0,G,0.489078561,2.529835152
311,4,G,0.52121885,2.1136897
311,2,G,0.312934631,1.624858757
311,3,N,1,0.735827664
311,1,G,0.43902439,2.548022599
311,5,N,1,0.734439834
898,3,N,2,0.820435308
898,1,G,0.904249597,1.53699876
898,5,G,0.576027397,0.853302162
898,4,G,1.249009901,1.180596143
898,2,G,0.612609329,1.134353038
898,0,G,0.846246427,3.004293785
991,2,N,5,0.953810624
991,5,N,2,0.897338403
991,0,G,0.644370123,0.894317049
991,1,G,0.74556213,0.95480226
991,3,G,0.113207547,0.898305085
991,4,N,1,0.42565872
508,5,G,3.168143068,10.03100565
508,3,G,2.71742303,5.476275047
508,2,G,4.610529379,6.139226631
508,1,G,4.84546754,9.007194339
508,0,G,5.986784472,21.48234501
508,4,G,6.724969321,8.455712445
299,2,G,0.484394904,1.364624076
299,0,G,1.366514276,2.207769949
299,4,G,0.477418948,3.08864212
299,1,G,0.613901345,3.064590014
299,5,G,0.32934953,2.109962795
299,3,N,3,0.834634146
103,1,G,0.861388154,1.810243183
103,5,G,0.673921492,2.565304088
103,2,G,0.94609815,1.504842615
103,0,G,2.415611987,2.413677572
103,4,G,1.37947087,2.125600078
103,3,G,0.210068365,4.195567145
145,0,G,0.399265352,4.245084746
145,3,N,1,0.325766871
145,2,N,1,0.627659574
145,4,G,0.382393085,1.817279868
145,5,N,1,0.229452943
145,1,G,0.312533912,2.603107345
58,0,G,0.298532731,2.611643331
58,5,N,1,0.583003953
58,4,N,1,0.435424354
58,2,N,1,0.313353566
58,1,N,1,0.40527838
58,3,N,1,0.649
710,0,G,0.632841328,1.312348668
710,2,N,3,0.861313869
710,4,G,0.333913043,2.436440678
710,5,N,1,0.732919255
710,1,G,0.356859635,1.424858757
710,3,G,0.156862745,0.86440678
300,1,G,1.246469958,2.175635593
300,2,G,0.878155873,2.316101695
300,4,G,1.509052632,2.515889831
300,5,G,0.432671082,3.290556901
300,3,G,0.249518675,2.445386064
300,0,G,2.101745621,4.338605003
662,3,N,1,0.660447761
662,1,G,0.277056277,2.936440678
662,4,G,0.484899329,3.565304088
662,0,G,0.613307897,2.846470298
662,2,G,0.218311688,3.183133526
662,5,N,2,0.771443515
183,4,N,1,0.168187001
183,5,N,1,0.224050633
183,0,N,1,0.247134039
183,1,N,1,0.223841853
183,2,G,0.113207547,0.898305085
183,3,N,1,0.284565916
393,2,N,1,0.536363636
393,1,N,1,0.36218539
393,0,N,1,0.264700267
393,3,N,1,0.618881119
393,4,N,1,0.545072788
393,5,N,1,0.243675787
899,0,G,0.780408542,1.780901199
899,3,N,1,0.63898917
899,5,N,1,0.552139037
899,1,N,1,0.705344585
899,4,G,0.785064708,1.446496332
899,2,N,1,0.462745098
500,3,G,0.280661809,2.596767836
500,5,N,1,0.374246749
500,4,G,0.493468851,3.88120594
500,1,G,0.98696903,1.854676711
500,0,G,0.905996876,7.539218573
500,2,G,0.733925049,1.408724646
367,1,G,0.542286007,1.437730287
367,3,N,1,0.63898917
367,2,N,1,0.734439834
367,0,G,1.29143196,1.732408834
367,5,G,0.286193404,1.895127119
367,4,G,0.393333333,2.542372881
895,3,N,1,0.735827664
895,1,G,0.390423296,2.214024593
895,4,G,0.341966868,2.527750083
895,0,G,0.838898026,2.040610841
895,5,N,1,0.448328267
895,2,N,1,0.686685289
758,4,G,1.68814509,7.520038017
758,1,G,1.703914615,7.987588914
758,3,G,0.617798456,2.167346063
758,5,G,0.968199084,2.46832552
758,2,G,1.282668772,4.519179304
758,0,G,1.474452147,19.32346565
436,2,N,1,0.535614525
436,0,G,0.774711874,3.938041431
436,4,N,1,0.473473027
436,5,N,1,0.300430866
436,3,N,1,0.564752252
436,1,G,0.599004425,3.225691347
388,5,N,1,0.2956335
388,0,G,0.440011762,2.58082469
388,2,G,0.134615385,0.881355932
388,1,N,1,0.617339312
388,4,N,1,0.749546279
388,3,N,1,0.422939068
91,0,G,1.106517567,7.245207296
91,2,G,0.570696851,2.821409456
91,4,G,0.901228793,5.021392751
91,5,G,0.289745628,3.158819837
91,1,G,0.524884209,5.00513942
91,3,N,1,0.244649545
320,1,G,0.514978602,1.250669046
320,5,N,1,0.708
320,3,G,0.092592593,0.915254237
320,4,G,0.557755776,0.790091265
320,0,G,0.735294118,1.26779661
320,2,G,0.406923077,0.957995578
236,3,N,6,0.970394737
236,5,N,3,0.883463542
236,2,N,1,0.390728477
236,1,G,0.564619,1.741087084
236,0,G,0.74556213,1.90960452
236,4,G,0.41694463,2.032542373
27,2,G,0.996422,2.908712459
27,3,G,0.689776624,2.99777716
27,4,G,1.542587319,3.373157401
27,0,G,1.596717289,8.407079267
27,5,G,1.247780006,1.793014895
27,1,G,1.613785558,3.098305085
910,1,G,0.820748523,1.032542373
910,2,G,0.434027778,0.976271186
910,3,G,0.23603352,0.933507171
910,4,G,0.710144928,1.002421308
910,5,N,2,0.839430894
910,0,G,1.092455925,1.132574878
165,4,G,0.75019516,1.400765446
165,0,G,1.190769693,1.266806323
165,5,G,0.659122085,0.797156916
165,3,N,2,0.872781065
165,2,G,0.537722908,0.882566586
165,1,G,0.823102447,1.297282755
73,0,G,0.2725257,3.234028683
73,4,N,1,0.395973154
73,2,N,1,0.477037516
73,5,N,1,0.553701773
73,1,N,1,0.567853705
73,3,N,1,0.660447761
552,3,N,1,0.583633094
552,1,G,0.67731319,3.678542603
552,0,G,0.969300505,3.392276778
552,5,G,0.631105834,1.638232842
552,2,G,0.468096284,3.584660161
552,4,G,1.03564364,2.700359527
289,3,N,1,0.623513871
289,2,N,1,0.480162767
289,4,G,0.437713505,2.400765446
289,1,G,1.006420927,1.549373618
289,5,N,1,0.446174377
289,0,G,0.694531107,2.123124878
985,1,N,1,0.237567109
985,5,N,1,0.252908757
985,3,N,1,0.257588358
985,2,N,1,0.477399554
985,4,G,0.414668547,1.716707022
985,0,G,0.642191314,7.389951574
661,1,G,0.598522167,1.529190207
661,0,G,0.334268736,2.28173258
661,3,N,1,0.735827664
661,2,G,0.187306502,0.995377504
661,5,G,0.18,0.847457627
661,4,N,1,0.674582234
5,5,N,1,0.380154639
5,1,G,0.370336503,2.059510358
5,2,N,1,0.242153549
5,4,N,1,0.292842215
5,3,N,1,0.167876766
5,0,N,1,0.34733124
352,2,G,1.603564374,3.995336741
352,0,G,3.168846778,6.429115316
352,5,G,0.809990363,2.573790823
352,1,G,2.149075342,5.339308515
352,3,G,1.040003501,1.776395584
352,4,G,1.953855053,5.239533056
603,0,N,1,0.160243145
603,2,N,1,0.321088435
603,5,G,0.072727273,0.93220339
603,3,N,1,0.348794907
603,1,N,1,0.575921909
603,4,N,1,0.403784219
310,1,G,0.702548209,2.436650445
310,5,G,0.28235117,4.502146893
310,2,G,0.644869362,2.470609448
310,4,G,0.913025327,1.503661854
310,0,G,0.656995187,3.998687808
310,3,G,0.252136752,3.966101695
621,3,G,0.072727273,0.93220339
621,0,N,1,0.493652626
621,2,N,1,0.349112426
621,4,N,1,0.510576923
621,5,N,1,0.618881119
621,1,N,1,0.327308518
960,3,N,1,0.257215875
960,4,N,1,0.71682243
960,0,G,1.169346923,2.551040062
960,1,G,0.356794425,1.520127119
960,5,N,1,0.583713851
960,2,G,0.276901294,2.264773248
93,0,G,3.268080632,5.876045297
93,1,G,2.563845129,3.503741605
93,3,G,1.802928683,1.19391432
93,5,G,2.431396867,1.34539387
93,2,G,2.132288947,2.22566586
93,4,G,3.051608542,3.210310246
721,2,G,2.021160615,5.459189253
721,3,G,1.739629945,3.049547842
721,5,G,2.523839478,3.780895325
721,4,G,2.360825252,11.6377001
721,0,G,2.749847934,17.68973011
721,1,G,2.176333295,10.86417593
118,0,G,3.138486568,10.50382118
118,2,G,2.759457102,2.763992467
118,4,G,3.713227022,4.340872231
118,3,G,2.020005519,2.03053649
118,5,G,1.919929088,2.012786203
118,1,G,3.796659538,5.165111407
577,0,G,0.391841854,3.503661854
577,5,N,1,0.385472713
577,1,N,1,0.214016251
577,3,N,1,0.291501976
577,4,G,0.38703496,3.985099646
577,2,N,1,0.328038125
532,0,G,0.669884423,2.555462326
532,3,N,1,0.856846473
532,4,G,0.71479206,1.304160247
532,5,G,0.449122807,1.207627119
532,1,G,0.596470588,1.10821382
532,2,N,1,0.664303586
725,1,G,0.646674584,0.86492039
725,0,G,1.372634462,1.296529459
725,5,N,2,0.872781065
725,3,G,0.255319149,0.796610169
725,4,G,0.536288089,1.390600925
725,2,N,2,0.791463415
399,5,N,1,0.575921909
399,0,G,0.859583409,1.912633234
399,1,G,0.460952381,0.808936826
399,3,N,1,0.201857283
